age,income,home_ownership,emplyment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,loan_approval_status
27.0,51000,MORTGAGE,8,HOMEIMPROVEMENT,4000,7.66,0.08,N,6,0
27.0,51000,RENT,2,PERSONAL,4000,7.51,0.08,N,5,0
26.0,57600,RENT,10,PERSONAL,10000,15.58,0.17,N,4,0
45.0,37980,MORTGAGE,6,EDUCATION,3500,5.42,0.09,N,13,0
21.0,67500,MORTGAGE,1,PERSONAL,6000,7.88,0.09,N,3,0
29.0,58000,OWN,2,MEDICAL,19200,7.9,0.33,N,7,0
34.0,42000,MORTGAGE,3,EDUCATION,6500,5.42,0.15,N,8,0
41.0,42000,RENT,4,EDUCATION,4000,5.99,0.1,N,15,0
23.0,66000,MORTGAGE,7,PERSONAL,11000,7.49,0.17,N,3,0
27.0,54000,RENT,5,MEDICAL,8000,7.51,0.15,N,10,0
27.0,54000,RENT,0,MEDICAL,8000,12.23,0.15,N,7,0
27.0,54000,RENT,11,VENTURE,8000,10.99,0.15,N,10,0
24.0,62000,MORTGAGE,8,DEBTCONSOLIDATION,9500,5.42,0.16,N,3,0
33.0,42000,RENT,5,VENTURE,4400,16.32,0.1,Y,7,0
26.0,53000,RENT,2,EDUCATION,4000,13.47,0.08,N,4,0
23.0,69500,OWN,7,VENTURE,15000,10.65,0.22,N,4,0
36.0,38400,MORTGAGE,14,VENTURE,4200,7.49,0.11,N,15,0
42.0,44000,RENT,2,PERSONAL,9000,10.37,0.2,N,13,0
26.0,54566,MORTGAGE,9,DEBTCONSOLIDATION,6000,6.76,0.11,N,4,0
24.0,65454,MORTGAGE,1,PERSONAL,13600,11.99,0.2,N,4,0
23.0,58200,RENT,2,EDUCATION,2000,10.38,0.03,N,4,0
36.0,50000,MORTGAGE,0,HOMEIMPROVEMENT,25000,10.37,0.5,N,15,0
36.0,45000,MORTGAGE,4,PERSONAL,16000,11.12,0.36,N,14,0
29.0,60000,MORTGAGE,13,VENTURE,22000,11.71,0.37,N,8,0
53.0,44000,OWN,2,PERSONAL,5000,15.65,0.11,N,23,0
38.0,40000,RENT,2,PERSONAL,11000,14.27,0.28,Y,16,0
32.0,50000,RENT,0,DEBTCONSOLIDATION,15000,12.42,0.3,N,10,0
32.0,50000,RENT,2,PERSONAL,15000,7.88,0.3,N,9,0
32.0,50000,RENT,3,DEBTCONSOLIDATION,15000,13.22,0.3,N,7,0
32.0,50000,RENT,3,DEBTCONSOLIDATION,15000,10.25,0.3,N,8,0
32.0,50000,RENT,3,DEBTCONSOLIDATION,15000,13.22,0.3,N,9,0
24.0,75000,OWN,8,VENTURE,25000,7.9,0.33,N,3,0
24.0,75000,OWN,8,VENTURE,25000,12.18,0.33,N,3,0
24.0,75000,RENT,6,HOMEIMPROVEMENT,25000,15.57,0.33,Y,3,0
24.0,75000,MORTGAGE,4,HOMEIMPROVEMENT,25000,8.9,0.33,N,2,0
24.0,75000,MORTGAGE,6,EDUCATION,25000,10.99,0.33,N,4,0
24.0,75000,MORTGAGE,4,VENTURE,25000,10.74,0.33,N,2,0
28.0,54996,RENT,2,DEBTCONSOLIDATION,12000,8.94,0.22,N,7,0
27.0,60000,RENT,8,VENTURE,16000,16.49,0.27,N,5,0
27.0,60000,RENT,11,DEBTCONSOLIDATION,16000,13.16,0.27,N,6,0
27.0,60000,MORTGAGE,11,VENTURE,16000,7.51,0.27,N,7,0
27.0,60000,MORTGAGE,11,DEBTCONSOLIDATION,16000,7.9,0.27,N,10,0
27.0,60000,MORTGAGE,1,VENTURE,16000,15.96,0.27,Y,9,0
27.0,60000,RENT,3,VENTURE,16000,11.14,0.27,N,5,0
28.0,55000,RENT,7,VENTURE,12000,10.37,0.22,N,10,0
28.0,55000,RENT,3,PERSONAL,12000,13.23,0.22,Y,10,0
28.0,55000,MORTGAGE,2,HOMEIMPROVEMENT,12000,7.51,0.22,N,8,0
28.0,55000,MORTGAGE,8,VENTURE,12000,11.99,0.22,N,10,0
28.0,55000,MORTGAGE,2,DEBTCONSOLIDATION,12000,10.25,0.22,N,7,0
28.0,55000,MORTGAGE,5,VENTURE,12000,12.42,0.22,N,5,0
26.0,60000,MORTGAGE,5,MEDICAL,13000,12.73,0.22,N,2,0
26.0,60000,MORTGAGE,0,MEDICAL,13000,8.94,0.22,N,4,0
26.0,60000,MORTGAGE,6,DEBTCONSOLIDATION,13000,10.37,0.22,N,3,0
30.0,50000,RENT,0,MEDICAL,10000,10.95,0.2,N,10,0
30.0,50000,MORTGAGE,0,DEBTCONSOLIDATION,10000,6.62,0.2,N,8,0
30.0,50000,MORTGAGE,14,DEBTCONSOLIDATION,10000,5.42,0.2,N,9,0
30.0,50000,MORTGAGE,5,HOMEIMPROVEMENT,10000,10.36,0.2,N,10,0
30.0,50000,MORTGAGE,5,PERSONAL,10000,7.88,0.2,N,5,0
30.0,50000,MORTGAGE,3,DEBTCONSOLIDATION,10000,10.95,0.2,N,10,0
30.0,50000,RENT,4,VENTURE,10000,13.49,0.2,Y,5,0
30.0,50000,RENT,11,HOMEIMPROVEMENT,10000,6.62,0.2,N,8,0
30.0,50000,MORTGAGE,5,EDUCATION,10000,7.51,0.2,N,8,0
30.0,50000,MORTGAGE,5,PERSONAL,10000,7.88,0.2,N,7,0
30.0,50000,MORTGAGE,0,MEDICAL,10000,6.92,0.2,N,9,0
30.0,50000,OWN,4,PERSONAL,10000,7.51,0.2,N,7,0
30.0,50000,RENT,2,DEBTCONSOLIDATION,10000,14.22,0.2,Y,10,0
30.0,50000,MORTGAGE,11,EDUCATION,10000,7.88,0.2,N,8,0
30.0,50000,RENT,6,DEBTCONSOLIDATION,10000,7.14,0.2,N,10,0
30.0,50000,OWN,9,MEDICAL,10000,12.69,0.2,N,8,0
36.0,40000,RENT,5,VENTURE,7000,11.49,0.17,N,14,0
36.0,40000,MORTGAGE,2,DEBTCONSOLIDATION,7000,7.29,0.17,N,16,0
36.0,40000,MORTGAGE,2,MEDICAL,7000,7.74,0.17,N,14,0
22.0,69996,RENT,6,MEDICAL,12000,14.65,0.17,N,4,0
24.0,65000,RENT,0,VENTURE,13000,7.88,0.21,N,3,0
24.0,65000,MORTGAGE,0,PERSONAL,13000,13.49,0.2,Y,4,0
32.0,45000,RENT,5,MEDICAL,7000,13.47,0.16,N,8,0
32.0,45000,MORTGAGE,4,MEDICAL,7000,5.99,0.16,N,7,0
32.0,45000,OWN,17,EDUCATION,7000,16.49,0.16,N,7,0
25.0,60000,MORTGAGE,1,HOMEIMPROVEMENT,10000,6.17,0.17,N,3,0
25.0,60000,RENT,0,DEBTCONSOLIDATION,10000,6.54,0.17,N,3,0
25.0,60000,MORTGAGE,2,VENTURE,10000,10.36,0.17,N,2,0
25.0,60000,MORTGAGE,2,PERSONAL,10000,7.51,0.17,N,3,0
25.0,60000,RENT,3,HOMEIMPROVEMENT,10000,5.79,0.17,N,3,0
25.0,60000,MORTGAGE,9,HOMEIMPROVEMENT,10000,13.49,0.17,N,2,0
25.0,60000,RENT,4,PERSONAL,10000,14.96,0.17,N,2,0
25.0,60000,RENT,7,DEBTCONSOLIDATION,10000,9.76,0.17,N,3,0
25.0,60000,MORTGAGE,6,MEDICAL,10000,13.49,0.17,N,4,0
25.0,60000,RENT,5,HOMEIMPROVEMENT,10000,13.49,0.17,Y,4,0
25.0,60000,MORTGAGE,9,EDUCATION,10000,6.54,0.17,N,3,0
25.0,60000,RENT,2,EDUCATION,10000,13.57,0.17,N,3,0
25.0,60000,OWN,9,HOMEIMPROVEMENT,10000,6.62,0.17,N,3,0
25.0,60000,RENT,3,HOMEIMPROVEMENT,10000,7.14,0.17,N,4,0
25.0,60000,RENT,3,EDUCATION,10000,10.36,0.17,N,2,0
25.0,60000,MORTGAGE,9,DEBTCONSOLIDATION,10000,13.49,0.17,Y,4,0
25.0,60000,RENT,2,EDUCATION,10000,8.49,0.17,N,3,0
25.0,60000,RENT,5,HOMEIMPROVEMENT,10000,13.11,0.17,N,2,0
25.0,60000,RENT,4,PERSONAL,10000,10.65,0.17,N,3,0
25.0,60000,MORTGAGE,9,VENTURE,10000,9.91,0.17,N,2,0
25.0,60000,RENT,9,EDUCATION,10000,10.25,0.17,N,2,0
25.0,60000,MORTGAGE,4,PERSONAL,10000,7.9,0.17,N,3,0
25.0,60000,MORTGAGE,2,VENTURE,10000,12.21,0.17,N,4,0
25.0,60000,MORTGAGE,2,MEDICAL,10000,7.88,0.17,N,4,0
25.0,60000,MORTGAGE,4,MEDICAL,10000,7.88,0.17,N,2,0
25.0,60000,MORTGAGE,9,VENTURE,10000,11.71,0.17,N,3,0
25.0,60000,MORTGAGE,3,MEDICAL,10000,11.26,0.17,N,3,0
25.0,60000,MORTGAGE,2,HOMEIMPROVEMENT,10000,8.94,0.17,N,4,0
25.0,60000,RENT,2,DEBTCONSOLIDATION,10000,10.65,0.17,N,2,0
25.0,60000,MORTGAGE,6,DEBTCONSOLIDATION,10000,8.9,0.17,N,2,0
25.0,60000,RENT,5,EDUCATION,10000,10.37,0.17,N,2,0
25.0,60000,RENT,9,HOMEIMPROVEMENT,10000,11.71,0.17,N,2,0
25.0,60000,MORTGAGE,3,DEBTCONSOLIDATION,10000,8.9,0.17,N,4,0
25.0,60000,MORTGAGE,9,VENTURE,10000,11.03,0.17,Y,2,0
25.0,60000,RENT,3,VENTURE,10000,12.73,0.17,N,4,0
25.0,60000,RENT,2,PERSONAL,10000,14.65,0.17,N,3,0
25.0,60000,RENT,4,PERSONAL,10000,16.35,0.17,Y,4,0
25.0,60000,MORTGAGE,0,MEDICAL,10000,7.88,0.17,N,2,0
25.0,60000,RENT,2,DEBTCONSOLIDATION,10000,13.23,0.17,Y,3,0
25.0,60000,RENT,2,PERSONAL,10000,13.49,0.17,Y,4,0
25.0,60000,MORTGAGE,9,MEDICAL,10000,5.79,0.17,N,4,0
25.0,60000,OWN,9,EDUCATION,10000,15.27,0.17,N,3,0
25.0,60000,OWN,3,EDUCATION,10000,8.49,0.17,N,3,0
29.0,50000,MORTGAGE,5,DEBTCONSOLIDATION,7500,7.29,0.15,N,9,0
29.0,50000,MORTGAGE,0,PERSONAL,7500,7.88,0.15,N,9,0
35.0,40000,MORTGAGE,2,EDUCATION,5000,7.51,0.13,N,5,0
35.0,40000,RENT,0,EDUCATION,5000,14.26,0.13,N,5,0
35.0,40000,OWN,0,PERSONAL,5000,11.71,0.13,N,10,0
22.0,70000,MORTGAGE,6,EDUCATION,12000,8.9,0.17,N,2,0
22.0,70000,MORTGAGE,6,MEDICAL,12000,6.99,0.17,N,4,0
22.0,70000,MORTGAGE,4,VENTURE,12000,11.49,0.17,N,3,0
22.0,70000,MORTGAGE,2,EDUCATION,12000,11.89,0.16,N,4,0
22.0,70000,RENT,6,EDUCATION,12000,7.88,0.17,N,2,0
22.0,70000,MORTGAGE,6,PERSONAL,12000,11.71,0.17,N,2,0
22.0,70000,MORTGAGE,6,EDUCATION,12000,5.79,0.17,N,3,0
22.0,70000,RENT,3,EDUCATION,12000,13.49,0.17,Y,2,0
22.0,70000,MORTGAGE,3,MEDICAL,12000,6.03,0.17,N,3,0
22.0,70000,RENT,2,PERSONAL,12000,7.29,0.17,N,4,0
22.0,70000,MORTGAGE,6,DEBTCONSOLIDATION,12000,10.99,0.17,N,3,0
22.0,70000,MORTGAGE,6,DEBTCONSOLIDATION,12000,6.99,0.17,N,3,0
22.0,70000,MORTGAGE,0,PERSONAL,12000,8.94,0.17,N,4,0
25.0,57600,RENT,9,PERSONAL,7000,7.51,0.12,N,4,0
26.0,55000,OWN,10,EDUCATION,6500,8.49,0.12,N,3,0
24.0,60000,RENT,3,PERSONAL,7000,9.99,0.12,N,4,0
24.0,60000,RENT,8,MEDICAL,7000,7.51,0.12,N,4,0
24.0,60000,MORTGAGE,3,VENTURE,7000,7.14,0.12,N,4,0
24.0,60000,RENT,4,HOMEIMPROVEMENT,7000,7.49,0.12,N,3,0
24.0,60000,MORTGAGE,3,HOMEIMPROVEMENT,7000,13.11,0.12,Y,4,0
24.0,60000,MORTGAGE,8,DEBTCONSOLIDATION,7000,7.51,0.12,N,2,0
24.0,60000,MORTGAGE,8,EDUCATION,7000,12.99,0.12,N,4,0
24.0,60000,RENT,1,EDUCATION,7000,10.75,0.12,N,3,0
24.0,60000,RENT,3,EDUCATION,7000,10.59,0.12,N,4,0
24.0,60000,RENT,8,MEDICAL,7000,9.99,0.12,N,4,0
24.0,60000,MORTGAGE,5,VENTURE,7000,7.51,0.12,N,2,0
24.0,60000,MORTGAGE,4,EDUCATION,7000,7.66,0.12,N,4,0
24.0,60000,RENT,3,HOMEIMPROVEMENT,7000,12.61,0.12,N,2,0
24.0,60000,RENT,3,HOMEIMPROVEMENT,7000,6.92,0.12,N,3,0
24.0,60000,RENT,4,MEDICAL,7000,5.79,0.12,N,2,0
24.0,60000,RENT,8,EDUCATION,7000,9.91,0.12,N,2,0
24.0,60000,MORTGAGE,3,EDUCATION,7000,7.51,0.12,N,2,0
28.0,50000,MORTGAGE,12,PERSONAL,5000,10.59,0.1,N,8,0
28.0,50000,MORTGAGE,5,VENTURE,5000,7.51,0.1,N,7,0
28.0,50000,MORTGAGE,5,PERSONAL,5000,8.9,0.1,N,5,0
28.0,50000,MORTGAGE,12,MEDICAL,5000,10.83,0.1,N,10,0
28.0,50000,MORTGAGE,0,MEDICAL,5000,10.62,0.1,N,7,0
28.0,50000,MORTGAGE,8,VENTURE,5000,8.9,0.1,N,6,0
28.0,50000,RENT,8,VENTURE,5000,7.88,0.1,N,10,0
28.0,50000,MORTGAGE,5,EDUCATION,5000,6.62,0.1,N,5,0
28.0,50000,MORTGAGE,12,PERSONAL,5000,10.59,0.1,N,9,0
28.0,50000,MORTGAGE,5,MEDICAL,5000,10.99,0.1,N,8,0
28.0,50000,MORTGAGE,8,VENTURE,5000,7.51,0.1,N,5,0
28.0,50000,MORTGAGE,7,DEBTCONSOLIDATION,5000,7.14,0.1,N,6,0
28.0,50000,RENT,3,DEBTCONSOLIDATION,5000,12.73,0.1,Y,7,0
28.0,50000,RENT,4,VENTURE,5000,7.49,0.1,N,7,0
28.0,50000,RENT,1,VENTURE,5000,8.49,0.1,N,5,0
34.0,40000,OWN,3,VENTURE,3000,10.59,0.07,N,8,0
34.0,40000,RENT,2,EDUCATION,3000,11.83,0.07,N,10,0
34.0,40000,RENT,3,PERSONAL,3000,9.63,0.07,N,6,0
34.0,40000,RENT,2,MEDICAL,3000,6.99,0.07,N,9,0
22.0,65000,MORTGAGE,6,PERSONAL,6500,7.14,0.1,N,3,0
22.0,65000,MORTGAGE,6,VENTURE,6500,10.65,0.1,N,2,0
22.0,65000,MORTGAGE,6,MEDICAL,6500,10.74,0.1,N,4,0
25.0,56000,MORTGAGE,4,VENTURE,5000,8.59,0.08,N,3,0
25.0,55200,RENT,2,VENTURE,4000,6.76,0.07,N,3,0
23.0,60000,RENT,2,VENTURE,4000,10.46,0.07,N,2,0
23.0,60000,MORTGAGE,4,VENTURE,4000,7.14,0.07,N,4,0
23.0,60000,RENT,1,MEDICAL,4000,10.99,0.07,N,2,0
23.0,60000,MORTGAGE,1,EDUCATION,4000,10.37,0.07,N,2,0
23.0,60000,RENT,7,VENTURE,4000,8.49,0.07,N,3,0
23.0,60000,MORTGAGE,7,VENTURE,4000,10.99,0.07,N,2,0
23.0,60000,RENT,0,EDUCATION,4000,7.9,0.07,N,4,0
23.0,60000,MORTGAGE,0,DEBTCONSOLIDATION,4000,12.87,0.07,Y,2,0
23.0,60000,MORTGAGE,7,EDUCATION,4000,11.71,0.07,N,4,0
23.0,60000,MORTGAGE,3,VENTURE,4000,6.92,0.07,N,4,0
23.0,60000,MORTGAGE,0,EDUCATION,4000,13.99,0.07,Y,2,0
23.0,60000,MORTGAGE,4,EDUCATION,4000,10.99,0.07,N,4,0
23.0,60000,RENT,4,PERSONAL,4000,13.43,0.07,N,4,0
23.0,60000,RENT,0,EDUCATION,4000,12.21,0.07,N,2,0
23.0,60000,MORTGAGE,7,EDUCATION,4000,7.05,0.07,N,2,0
23.0,60000,RENT,1,DEBTCONSOLIDATION,4000,13.11,0.07,N,4,0
23.0,60000,MORTGAGE,4,VENTURE,4000,9.25,0.07,N,3,0
23.0,60000,RENT,0,EDUCATION,4000,8.0,0.07,N,2,0
23.0,60000,RENT,7,EDUCATION,4000,7.49,0.07,N,4,0
23.0,60000,RENT,0,PERSONAL,4000,11.71,0.07,N,4,0
23.0,60000,RENT,4,EDUCATION,4000,8.94,0.07,N,3,0
23.0,60000,RENT,1,PERSONAL,4000,10.99,0.07,N,4,0
33.0,48500,MORTGAGE,0,MEDICAL,15000,8.49,0.32,N,7,0
22.0,65004,MORTGAGE,6,MEDICAL,6500,5.99,0.1,N,3,0
22.0,65004,RENT,6,VENTURE,6500,10.99,0.1,N,3,0
25.0,56004,RENT,9,MEDICAL,5000,7.49,0.09,N,4,0
27.0,50000,RENT,0,MEDICAL,2500,6.39,0.05,N,8,0
25.0,54000,MORTGAGE,7,MEDICAL,2500,7.51,0.05,N,2,0
25.0,54000,RENT,4,MEDICAL,2500,11.49,0.05,N,2,0
24.0,55000,RENT,2,EDUCATION,1000,7.88,0.02,N,2,0
24.0,55000,OWN,8,PERSONAL,1000,13.49,0.02,Y,4,0
41.0,45000,RENT,18,VENTURE,8800,11.36,0.2,N,11,0
22.0,60000,OWN,6,MEDICAL,1000,12.68,0.02,N,3,0
22.0,60000,RENT,2,EDUCATION,1000,7.88,0.02,N,3,0
35.0,38004,RENT,11,EDUCATION,1500,12.53,0.04,N,8,0
24.0,62100,MORTGAGE,8,PERSONAL,9500,11.71,0.15,N,2,0
37.0,38400,RENT,2,MEDICAL,6000,7.51,0.16,N,17,0
27.0,63000,MORTGAGE,11,EDUCATION,20000,14.96,0.32,N,10,0
27.0,63000,MORTGAGE,3,DEBTCONSOLIDATION,20000,12.21,0.32,N,9,0
27.0,63000,MORTGAGE,3,DEBTCONSOLIDATION,20000,14.72,0.32,Y,9,0
27.0,50400,RENT,6,HOMEIMPROVEMENT,3000,10.37,0.06,N,8,0
23.0,57600,MORTGAGE,8,VENTURE,1200,15.23,0.02,Y,2,0
24.0,58380,RENT,0,VENTURE,5000,9.88,0.09,N,3,0
25.0,53000,RENT,3,DEBTCONSOLIDATION,1200,13.23,0.02,Y,3,0
22.0,64600,RENT,5,MEDICAL,6000,7.29,0.09,N,4,0
49.0,36000,RENT,3,DEBTCONSOLIDATION,5500,10.62,0.15,N,16,0
28.0,54000,MORTGAGE,6,MEDICAL,10500,7.66,0.2,N,10,0
30.0,49000,MORTGAGE,7,MEDICAL,8400,12.18,0.17,N,7,0
26.0,55000,MORTGAGE,10,EDUCATION,6400,14.54,0.12,Y,2,0
25.0,71500,MORTGAGE,1,VENTURE,24250,11.12,0.33,N,3,0
27.0,50000,RENT,0,DEBTCONSOLIDATION,2400,13.49,0.05,N,9,0
22.0,61000,RENT,6,DEBTCONSOLIDATION,2000,7.9,0.03,N,3,0
24.0,57600,MORTGAGE,3,HOMEIMPROVEMENT,4000,7.68,0.07,N,3,0
24.0,57600,MORTGAGE,8,PERSONAL,4000,6.76,0.07,N,3,0
23.0,66000,MORTGAGE,7,PERSONAL,10750,9.63,0.17,N,3,0
23.0,65000,RENT,3,EDUCATION,9600,11.97,0.15,Y,3,0
23.0,65000,MORTGAGE,7,EDUCATION,9600,7.14,0.15,N,3,0
23.0,65000,MORTGAGE,7,PERSONAL,9600,10.95,0.15,N,3,0
23.0,65004,MORTGAGE,7,EDUCATION,9600,7.51,0.13,N,2,0
25.0,55000,MORTGAGE,9,EDUCATION,3600,10.59,0.07,N,2,0
24.0,60140,RENT,2,DEBTCONSOLIDATION,7000,8.0,0.12,N,2,0
38.0,35380,MORTGAGE,9,EDUCATION,2050,15.96,0.05,Y,14,0
26.0,64000,MORTGAGE,7,MEDICAL,18000,10.25,0.28,N,3,0
38.0,38000,RENT,0,MEDICAL,7000,13.49,0.18,N,12,0
24.0,65000,RENT,3,VENTURE,12800,11.48,0.2,N,2,0
27.0,55704,MORTGAGE,11,MEDICAL,10000,11.36,0.18,N,6,0
22.0,72000,MORTGAGE,6,EDUCATION,14000,5.42,0.19,N,2,0
25.0,60000,MORTGAGE,8,HOMEIMPROVEMENT,9800,10.99,0.16,N,4,0
27.0,51996,RENT,4,EDUCATION,5000,13.47,0.1,Y,8,0
35.0,40000,RENT,1,PERSONAL,4800,6.76,0.12,N,5,0
30.0,46800,MORTGAGE,5,MEDICAL,5000,6.99,0.11,N,8,0
27.0,52000,MORTGAGE,11,EDUCATION,5000,12.53,0.1,N,7,0
27.0,52000,OWN,2,PERSONAL,5000,11.36,0.1,N,6,0
26.0,54000,RENT,0,EDUCATION,5000,5.42,0.09,N,4,0
26.0,54000,MORTGAGE,6,DEBTCONSOLIDATION,5000,11.99,0.09,N,3,0
26.0,54000,OWN,0,MEDICAL,5000,7.49,0.09,N,3,0
26.0,54000,MORTGAGE,9,MEDICAL,5000,6.99,0.09,N,3,0
26.0,54000,MORTGAGE,10,MEDICAL,5000,10.0,0.09,N,4,0
26.0,54000,MORTGAGE,3,EDUCATION,5000,7.49,0.09,N,4,0
26.0,54000,RENT,0,VENTURE,5000,5.42,0.09,N,3,0
26.0,54000,RENT,5,DEBTCONSOLIDATION,5000,7.14,0.09,N,4,0
26.0,54000,MORTGAGE,4,MEDICAL,5000,6.62,0.09,N,3,0
26.0,54000,MORTGAGE,5,DEBTCONSOLIDATION,5000,6.62,0.09,N,4,0
26.0,54000,RENT,4,EDUCATION,5000,12.69,0.09,N,2,0
26.0,54000,RENT,2,HOMEIMPROVEMENT,5000,9.99,0.09,N,2,0
26.0,54000,MORTGAGE,10,VENTURE,5000,10.74,0.09,N,2,0
25.0,56000,RENT,0,PERSONAL,4800,11.49,0.09,N,3,0
25.0,56000,RENT,2,PERSONAL,4800,7.49,0.09,N,4,0
28.0,48000,RENT,12,MEDICAL,2000,12.99,0.04,Y,7,0
28.0,59160,MORTGAGE,4,EDUCATION,17600,16.35,0.29,N,6,0
24.0,56000,OWN,8,VENTURE,2000,7.4,0.04,N,3,0
43.0,40000,MORTGAGE,0,MEDICAL,3600,5.42,0.09,N,13,0
55.0,48000,RENT,0,VENTURE,14000,13.48,0.29,N,27,0
37.0,45000,MORTGAGE,4,EDUCATION,18000,13.22,0.38,Y,15,0
33.0,45600,RENT,5,MEDICAL,10000,11.91,0.2,Y,8,0
35.0,43000,RENT,5,VENTURE,10000,7.51,0.23,N,10,0
23.0,75000,RENT,3,VENTURE,21000,15.62,0.27,Y,3,0
25.0,65800,RENT,6,VENTURE,17000,11.83,0.25,N,2,0
28.0,51600,MORTGAGE,1,PERSONAL,7000,12.53,0.13,N,10,0
22.0,68400,OWN,0,EDUCATION,10000,15.95,0.15,N,3,0
25.0,65000,MORTGAGE,6,MEDICAL,16000,10.75,0.25,N,2,0
27.0,55000,MORTGAGE,11,DEBTCONSOLIDATION,9000,5.42,0.16,N,8,0
27.0,55000,RENT,3,DEBTCONSOLIDATION,9000,12.61,0.16,N,10,0
27.0,55000,RENT,1,DEBTCONSOLIDATION,9000,9.63,0.16,N,7,0
30.0,48500,RENT,5,MEDICAL,7500,13.23,0.15,N,7,0
25.0,57000,RENT,6,VENTURE,6000,9.91,0.11,N,4,0
25.0,57000,RENT,0,PERSONAL,6000,9.25,0.11,N,2,0
25.0,57000,RENT,3,MEDICAL,6000,7.29,0.11,N,4,0
35.0,39000,RENT,5,DEBTCONSOLIDATION,3000,6.91,0.08,N,6,0
42.0,43000,MORTGAGE,2,PERSONAL,7000,7.49,0.16,N,17,0
25.0,53000,RENT,9,EDUCATION,1000,10.37,0.02,N,2,0
44.0,45600,MORTGAGE,5,VENTURE,15000,12.84,0.33,N,11,0
25.0,57016,RENT,4,EDUCATION,6000,7.14,0.11,N,4,0
24.0,62400,RENT,1,HOMEIMPROVEMENT,9600,9.88,0.15,N,4,0
24.0,64404,RENT,5,EDUCATION,12000,11.89,0.19,N,3,0
22.0,64800,MORTGAGE,6,VENTURE,6000,7.51,0.09,N,3,0
26.0,60996,MORTGAGE,6,DEBTCONSOLIDATION,14000,9.63,0.23,N,2,0
34.0,45000,MORTGAGE,1,VENTURE,11200,5.79,0.25,N,10,0
22.0,73000,MORTGAGE,5,VENTURE,15000,11.83,0.21,N,4,0
36.0,38500,RENT,3,DEBTCONSOLIDATION,4000,11.03,0.11,Y,13,0
27.0,52000,RENT,2,PERSONAL,4900,9.99,0.09,N,8,0
23.0,62000,RENT,3,MEDICAL,6000,10.25,0.1,N,2,0
23.0,62000,MORTGAGE,5,DEBTCONSOLIDATION,6000,7.88,0.1,N,4,0
23.0,62000,RENT,7,PERSONAL,6000,7.9,0.1,N,4,0
23.0,62000,OWN,3,PERSONAL,6000,7.88,0.1,N,2,0
23.0,62000,MORTGAGE,3,EDUCATION,6000,5.79,0.1,N,3,0
23.0,62000,MORTGAGE,4,EDUCATION,6000,7.51,0.1,N,3,0
22.0,63000,MORTGAGE,6,EDUCATION,4000,7.49,0.06,N,3,0
22.0,63000,RENT,6,DEBTCONSOLIDATION,4000,11.86,0.06,N,4,0
22.0,63000,MORTGAGE,6,MEDICAL,4000,10.59,0.06,N,3,0
26.0,54080,OWN,10,HOMEIMPROVEMENT,5000,7.51,0.09,N,3,0
30.0,45000,RENT,15,DEBTCONSOLIDATION,2200,8.9,0.05,N,6,0
23.0,62004,MORTGAGE,7,DEBTCONSOLIDATION,6000,7.66,0.1,N,4,0
23.0,65488,RENT,5,EDUCATION,10000,11.86,0.15,N,4,0
25.0,58650,RENT,3,MEDICAL,8000,10.37,0.14,N,2,0
26.0,51000,RENT,10,EDUCATION,1000,10.99,0.02,N,2,0
27.0,59500,MORTGAGE,11,DEBTCONSOLIDATION,15000,9.91,0.25,N,7,0
35.0,54500,MORTGAGE,19,DEBTCONSOLIDATION,30000,9.91,0.55,N,5,0
23.0,69000,RENT,5,EDUCATION,14000,8.49,0.2,N,2,0
28.0,50000,RENT,1,MEDICAL,4650,8.0,0.09,N,8,0
23.0,59000,RENT,0,VENTURE,2500,6.62,0.04,N,2,0
31.0,46300,OWN,3,VENTURE,6400,10.65,0.14,N,9,0
26.0,57204,RENT,10,HOMEIMPROVEMENT,9000,12.53,0.16,Y,4,0
22.0,65338,MORTGAGE,0,EDUCATION,6500,8.59,0.1,N,3,0
22.0,65338,MORTGAGE,6,EDUCATION,6500,10.39,0.1,N,4,0
28.0,57000,RENT,5,MEDICAL,14400,11.71,0.25,N,8,0
30.0,51600,MORTGAGE,2,DEBTCONSOLIDATION,12000,11.14,0.23,N,10,0
26.0,60000,RENT,4,PERSONAL,12600,7.66,0.21,N,4,0
29.0,52000,MORTGAGE,7,DEBTCONSOLIDATION,10000,10.99,0.19,N,9,0
29.0,52000,MORTGAGE,4,HOMEIMPROVEMENT,10000,6.91,0.19,N,10,0
24.0,65000,RENT,3,HOMEIMPROVEMENT,12600,15.2,0.2,Y,2,0
26.0,58000,MORTGAGE,5,DEBTCONSOLIDATION,10000,9.91,0.17,N,2,0
34.0,42000,RENT,2,EDUCATION,6000,5.42,0.14,N,7,0
34.0,42000,RENT,0,DEBTCONSOLIDATION,6000,8.9,0.14,N,8,0
22.0,70000,MORTGAGE,6,EDUCATION,11600,6.03,0.17,N,4,0
25.0,60000,MORTGAGE,3,VENTURE,9600,13.11,0.16,N,4,0
24.0,62000,MORTGAGE,3,DEBTCONSOLIDATION,9000,7.29,0.15,N,3,0
24.0,62000,MORTGAGE,8,MEDICAL,9000,5.79,0.15,N,2,0
27.0,54000,RENT,1,VENTURE,7500,13.04,0.14,Y,5,0
27.0,54000,OWN,2,HOMEIMPROVEMENT,7500,14.09,0.14,Y,5,0
